recent_return,volatility,momentum,sector_exposure,risk_score,target,label
0.12088461699458716,0.10828297609608954,0.12288378970402752,0.8029859040884836,-0.05292960163392495,0.3374072181644816,BUY
0.003607453913218317,0.24356439904625898,0.22732136930535712,0.7045872015885762,-0.0465847322863588,0.2185604056529251,BUY
0.15050927196898387,0.09581123898692788,0.10106684355563444,0.8630486440403542,-0.01638991305900101,0.3993477665025986,BUY
0.09407881017077735,0.1599543704894377,0.04622482192484534,1.2886919080923693,-0.08918679717773176,0.30294793405633424,BUY
-0.11703792823932266,0.13897638520171088,0.0018690136077106068,0.41533922377945676,-0.031258007607883595,-0.06375805318470511,SELL
0.19146782307286456,0.19150244615673412,0.1726875101669274,0.13872985326883674,-0.1008971741863087,0.16460883495651207,BUY
0.11639889569662351,0.13516569497012018,0.18234574110073143,0.15351562339583705,-0.06021719391140984,0.1397993380145219,BUY
0.1251225068469338,0.16103744610503437,-0.06813304650523164,0.28783632742960175,-0.17508694982001538,-0.13427623473092515,SELL
-0.10516022856355894,0.163470893575541,0.22903911189404352,0.8986761787261635,-0.024483270759006536,0.35377127627386346,BUY
0.007635078263448503,0.12859285698260892,-0.02219808655712807,1.2314587340530947,-0.14746445960800889,0.18988902037466684,BUY
-0.020220691518596567,0.21395657079479788,0.1600351311361875,1.3415283149928843,-0.06678846446236725,0.38132972061599973,BUY
0.17436774609701064,0.19668718623861978,0.235068945137005,0.9891584827649597,-0.032259243419913215,0.4,BUY
0.07535279202823258,0.17379702383227827,0.11664614538502505,0.6644005534312507,-0.09694551184531094,0.23530927258546586,BUY
0.13796656464479048,0.14986791665766291,-0.12730217309696285,0.31632059141860636,-0.09715330653057311,-0.1312267980690387,SELL
0.00519496958956589,0.2357580821363998,0.06376162982826888,0.6619856752208706,-0.11892522376486918,-0.005942017358745402,HOLD
-0.07046644737532809,0.1634916029330073,-0.1465502946069897,0.5653811874708969,-0.1035827114010101,-0.25474339496397447,SELL
0.04410467545554217,0.1585311898521844,0.1551139179410168,1.3180362331999929,-0.042825639295125506,0.4,BUY
-0.12766396036353864,0.1873283020921688,-0.07340817175675268,0.78140712837485,-0.14296999436957009,-0.13122015687334385,SELL
0.1396709101974037,0.2987610678079595,0.11284667037700835,0.41667425993634033,-0.16225709276805791,0.009444542230926695,HOLD
0.07108253969272268,0.0861750654385157,0.2095403533585895,0.5043214935420918,0.03175877505355215,0.4,BUY
0.11533070902988082,0.23388998251387483,-0.11854556719842244,0.29105823035976464,-0.15214065108109154,-0.3,SELL
-0.02591591115454607,0.047478018713332626,-0.02321397262947497,1.3860196286967836,-0.05833911189330447,0.2739738335108055,BUY
0.18974430853821614,0.19520912107600366,0.09120345463310481,0.17048418473105595,-0.05472349266562705,0.028976022613093295,HOLD
0.16259239246276916,0.29025579793261114,-0.011153633235724492,0.11798474797825192,-0.21925228010614353,-0.24918643269698382,SELL
0.12243422397581663,0.2142067967127115,-0.12133147626887815,0.3561845069376163,-0.13910414025906767,-0.1609570770192591,SELL
-0.08187645225181135,0.1919437554977855,-0.18691777362404136,1.235223625074876,-0.2189286541138842,-0.10414537659508205,SELL
0.013352351304461968,0.1407685371837847,-0.0170308353341167,0.8328535012835137,-0.048689462782464984,0.10750861167544423,BUY
-0.13466868197446993,0.1821733040341988,0.09214406196186414,0.9761806023277808,-0.06939753051409037,0.12303556116542838,BUY
-0.09599867777635826,0.16235560292176504,0.058292893668619894,0.6008243455820287,0.0019514823839421186,0.05704163124016822,BUY
